epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,14605.5,0.48179,0.48983,1.06332,0.84492,0.82176,0.83321,0.63494,1.00298,0.74927,1.16936,0.00547429,0.00547429,0.00547429
162,14695.8,0.47361,0.47917,1.05455,0.85837,0.81771,0.82927,0.63635,1.02945,0.79423,1.20325,0.005446,0.005446,0.005446
163,14786,0.48053,0.4806,1.05917,0.86036,0.8053,0.82513,0.63254,1.03225,0.84354,1.2186,0.00541771,0.00541771,0.00541771
164,14876.4,0.4831,0.49087,1.06412,0.85543,0.80359,0.82283,0.62617,1.04372,0.8418,1.21089,0.00538943,0.00538943,0.00538943
165,14966.8,0.4835,0.49288,1.06259,0.83329,0.80591,0.81433,0.62521,1.02707,0.84348,1.19227,0.00536114,0.00536114,0.00536114
166,15057.1,0.46449,0.46595,1.05474,0.85811,0.80939,0.82741,0.62504,1.04066,0.79435,1.21108,0.00533286,0.00533286,0.00533286
167,15147.5,0.46481,0.4707,1.05382,0.83859,0.81726,0.81869,0.62297,1.04554,0.79822,1.23094,0.00530457,0.00530457,0.00530457
168,15237.9,0.4664,0.47516,1.05566,0.82794,0.82505,0.8262,0.62754,1.04724,0.78504,1.24083,0.00527629,0.00527629,0.00527629
169,15328.3,0.46818,0.46532,1.06061,0.84704,0.81807,0.83065,0.62771,1.04405,0.78799,1.24288,0.005248,0.005248,0.005248
170,15418.6,0.4743,0.47425,1.05658,0.84303,0.80125,0.81516,0.62551,1.05084,0.82823,1.2466,0.00521971,0.00521971,0.00521971
171,15508.8,0.47782,0.47109,1.05408,0.86937,0.79143,0.82551,0.62707,1.0453,0.81902,1.23578,0.00519143,0.00519143,0.00519143
172,15599,0.4745,0.46532,1.05763,0.84734,0.79776,0.83282,0.63053,1.03427,0.79485,1.23388,0.00516314,0.00516314,0.00516314
