epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,15689.3,0.47029,0.46349,1.05891,0.8402,0.81456,0.83021,0.63325,1.0383,0.81379,1.23204,0.00513486,0.00513486,0.00513486
174,15779.7,0.47027,0.4707,1.05676,0.83991,0.80743,0.82598,0.62999,1.02792,0.7925,1.2325,0.00510657,0.00510657,0.00510657
175,15870.1,0.46874,0.47141,1.05063,0.86781,0.79196,0.82529,0.62876,1.01643,0.78881,1.22464,0.00507829,0.00507829,0.00507829
176,15960.4,0.47818,0.47833,1.05848,0.8509,0.79841,0.82305,0.63345,1.009,0.80493,1.20982,0.00505,0.00505,0.00505
177,16050.7,0.45092,0.45531,1.05145,0.8686,0.80179,0.82341,0.63116,1.01182,0.81545,1.21156,0.00502171,0.00502171,0.00502171
178,16141.1,0.45963,0.45487,1.05695,0.82142,0.8111,0.81426,0.62782,1.02259,0.81954,1.21801,0.00499343,0.00499343,0.00499343
179,16231.6,0.46176,0.46812,1.0483,0.83526,0.80516,0.8087,0.62247,1.02918,0.81911,1.23188,0.00496514,0.00496514,0.00496514
180,16322.1,0.45518,0.45417,1.04946,0.85851,0.80126,0.8228,0.62282,1.02955,0.80366,1.23657,0.00493686,0.00493686,0.00493686
181,16412.4,0.46322,0.46484,1.04374,0.86304,0.79429,0.8236,0.62274,1.02355,0.81904,1.24067,0.00490857,0.00490857,0.00490857
182,16502.7,0.46462,0.46185,1.04959,0.81333,0.8315,0.82447,0.62293,1.02674,0.83971,1.23536,0.00488029,0.00488029,0.00488029
183,16593.1,0.4676,0.46226,1.0542,0.82279,0.81934,0.81149,0.62309,1.01916,0.83494,1.23047,0.004852,0.004852,0.004852
184,16683.4,0.46618,0.46419,1.05347,0.84546,0.81299,0.81628,0.62608,1.01171,0.81757,1.22553,0.00482371,0.00482371,0.00482371
185,16773.7,0.46679,0.47138,1.05054,0.83876,0.81747,0.81003,0.62574,1.01967,0.80361,1.23864,0.00479543,0.00479543,0.00479543
186,16863.9,0.45434,0.44445,1.04773,0.86085,0.80824,0.82444,0.62876,1.01754,0.78246,1.2411,0.00476714,0.00476714,0.00476714
187,16954.4,0.46056,0.45059,1.05295,0.85958,0.80494,0.82424,0.62779,1.01708,0.78914,1.24254,0.00473886,0.00473886,0.00473886
188,17044.8,0.45851,0.46267,1.05483,0.86184,0.81086,0.81933,0.62149,1.02745,0.79339,1.25757,0.00471057,0.00471057,0.00471057
