epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,15757,1.38154,0.89595,1.39941,0.84178,0.64341,0.68791,0.28098,1.6674,1.33487,1.48253,0.004324,0.004324,0.004324
174,15847,1.38168,0.87364,1.38571,0.83526,0.6186,0.67786,0.28095,1.65016,1.37076,1.48451,0.004291,0.004291,0.004291
175,15937,1.39141,0.90692,1.38012,0.81164,0.63721,0.68591,0.29019,1.61244,1.47939,1.42951,0.004258,0.004258,0.004258
176,16027.2,1.37624,0.86835,1.40202,0.79031,0.64863,0.6817,0.29669,1.59907,1.44806,1.41987,0.004225,0.004225,0.004225
177,16117.6,1.38421,0.8979,1.38972,0.82302,0.62791,0.68054,0.2956,1.62686,1.49009,1.42568,0.004192,0.004192,0.004192
178,16207.7,1.39074,0.88205,1.39288,0.85269,0.59231,0.66706,0.28587,1.64411,1.47028,1.4393,0.004159,0.004159,0.004159
179,16297.7,1.36725,0.91176,1.36183,0.81198,0.62791,0.67754,0.29017,1.62039,1.37219,1.434,0.004126,0.004126,0.004126
180,16387.9,1.3471,0.86968,1.37388,0.82274,0.62791,0.67616,0.28844,1.63539,1.37754,1.46064,0.004093,0.004093,0.004093
181,16477.8,1.3863,0.88339,1.37585,0.80052,0.63462,0.68207,0.29211,1.67088,1.53013,1.48288,0.00406,0.00406,0.00406
182,16567.9,1.3378,0.88632,1.34369,0.82424,0.63254,0.68858,0.29289,1.65633,1.50248,1.47175,0.004027,0.004027,0.004027
183,16657.7,1.35348,0.84793,1.36093,0.83582,0.63932,0.6942,0.29284,1.64802,1.40056,1.46762,0.003994,0.003994,0.003994
184,16747.4,1.36587,0.85339,1.36393,0.83148,0.64186,0.69469,0.29128,1.65301,1.35781,1.4745,0.003961,0.003961,0.003961
185,16837.5,1.33937,0.85048,1.37707,0.77067,0.66512,0.68587,0.29229,1.63913,1.33643,1.45956,0.003928,0.003928,0.003928
186,16927.6,1.33339,0.85721,1.3472,0.81026,0.63256,0.689,0.29089,1.63328,1.32652,1.46189,0.003895,0.003895,0.003895
187,17017.6,1.32845,0.87482,1.34404,0.80147,0.65116,0.68915,0.28626,1.63231,1.37737,1.47767,0.003862,0.003862,0.003862
188,17107.7,1.34168,0.84008,1.36771,0.79209,0.65116,0.6863,0.28277,1.64567,1.52923,1.482,0.003829,0.003829,0.003829
